ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device_Android,device_iPhone
5777,1,261,147.75,261.6678802,2797,170,43,2254.062791,1620.611677,17,17,True,False
5778,1,48,39.0,201.4416156,2694,107,8,2126.329996,988.088069,30,20,False,True
5779,1,2,1.0,171.8227519,2862,62,28,1502.436565,705.5334835,8,6,False,True
5781,1,153,123.0,473.0417662,1032,0,0,1132.742032,779.9049839,3,0,False,True
5783,1,61,49.0,239.6264109,101,79,2,7077.819383,5060.033465,25,22,False,True
5784,1,5,5.0,147.831634,336,0,123,1743.437991,46.38401091,15,8,True,False
5785,1,81,66.0,93.3509568,2137,127,9,1720.941091,480.5901955,6,2,False,True
5786,1,21,21.0,129.5738398,2475,131,0,2690.559111,1400.941885,19,11,True,False
5787,1,106,85.0,135.5957666,2286,0,34,2880.275383,2354.600637,20,16,True,False
5788,1,1,1.0,28.80851516,2240,13,17,4835.693758,3614.880354,20,19,True,False
5789,1,33,27.0,299.009884,1485,341,0,1551.780764,651.1099215,28,25,True,False
5790,0,81,65.0,131.3715482,1287,364,0,949.7440283,209.6643584,2,2,False,True
5791,1,14,14.0,29.24742163,2968,0,0,3930.321228,1615.779407,6,6,True,False
5792,1,97,79.0,162.2490899,1797,250,63,5287.277113,3826.812783,11,6,True,False
5793,1,44,35.0,48.56796888,1326,0,2,5579.033734,2882.475789,1,0,False,True
5794,0,8,7.0,108.1626353,2961,55,17,1659.062621,640.6131985,21,15,True,False
5795,1,15,15.0,171.9399779,1500,20,1,5187.933858,2578.815888,20,12,True,False
5796,0,74,61.0,100.5933857,57,295,63,2785.272389,2217.101538,8,2,False,True
5797,0,358,147.75,451.4046754,2735,51,54,1811.645914,615.5788199,2,0,True,False
5798,0,17,14.0,125.9177333,2639,48,9,4585.150291,394.3402504,10,8,True,False
5799,1,274,147.75,328.5363446,1442,447,46,5893.79729,3641.432809,26,23,True,False
5800,1,93,76.0,110.0704,461,418,21,7301.881295,2915.328425,17,14,True,False
5802,0,50,40.0,128.4406835,788,0,7,3244.463174,1451.15235,14,9,False,True
5803,1,88,81.0,175.379015,2163,0,83,2688.849041,1190.922301,13,8,False,True
5804,1,414,147.75,489.434166,2165,0,24,3299.79969,436.9884643,3,3,False,True
5805,1,40,32.0,137.582066,3360,158,0,3625.997001,2791.053466,19,14,True,False
5806,0,144,144.0,253.1090094,925,168,0,2314.617623,1767.632111,15,10,True,False
5807,1,58,46.0,116.0324589,1333,142,0,2176.357914,1689.006757,21,17,False,True
5808,0,73,60.0,597.3624201,519,43,0,5443.300262,574.3478226,22,16,False,True
5809,1,50,40.0,144.9782603,179,277,46,6156.676086,5023.912998,26,21,False,True
5810,1,12,12.0,49.05366613,1131,8,0,2057.947264,1364.766923,17,17,True,False
5811,1,15,14.0,193.6486685,997,301,41,924.0480825,634.6618099,27,18,False,True
5812,1,2,2.0,78.54821054,933,67,22,1681.140277,1314.481448,22,19,True,False
5813,1,18,15.0,130.1101812,1939,187,25,2627.882703,1570.192096,24,15,False,True
5814,1,175,141.0,261.6062914,1841,0,0,2694.49796,1896.297201,27,22,True,False
5815,1,194,147.75,250.7915693,2228,8,171,3567.93337,1934.691574,5,4,False,True
5816,1,54,44.0,67.11258755,1533,49,53,6259.58886,299.4138528,24,21,False,True
5817,1,17,14.0,168.5757095,835,58,0,1564.265682,871.4203166,12,6,False,True
5818,0,179,147.75,193.7290251,1068,0,0,4760.034788,2152.396045,18,16,False,True
5819,1,23,18.0,181.3489777,423,0,0,4063.963159,2631.722418,30,28,False,True
5820,0,1,1.0,10.26247843,1269,229,26,8384.013893,3163.639236,23,14,False,True
5821,1,16,13.0,148.1776798,1929,227,97,1315.390192,687.6002226,11,11,False,True
5822,1,131,105.0,313.8757698,2689,30,42,911.769145,430.2773192,26,25,False,True
5823,0,239,147.75,239.062787,473,119,1,1433.370835,1182.623902,20,18,True,False
5824,1,53,53.0,88.32387804,1002,201,0,5293.298726,949.0099149,4,1,False,True
5825,1,32,26.0,237.7105894,3049,0,0,2599.444546,1107.339539,4,1,False,True
5826,0,45,45.0,137.587628,638,66,28,6503.915675,1426.101764,19,14,True,False
5827,1,24,19.0,137.1020797,466,0,3,4865.989564,2751.841896,21,18,True,False
5828,0,134,111.0,146.8371771,1910,0,34,12496.80835,6658.851308,6,1,False,True
5829,1,54,43.0,95.47740018,1125,196,0,2843.003367,1338.651697,28,26,False,True
5830,1,8,7.0,112.7989555,213,0,0,5652.430658,4010.804884,5,1,False,True
5832,1,207,147.75,263.4838408,2617,0,21,4342.479002,1831.804021,4,2,True,False
5833,1,118,103.0,312.2551166,26,25,0,4676.749243,3866.299745,26,20,True,False
5834,1,9,9.0,135.8151625,3229,107,144,2447.346622,1814.64546,12,11,False,True
5835,1,105,84.0,428.8129621,3466,0,16,4422.77639,233.7938077,27,18,False,True
5836,1,180,144.0,524.8087091,3489,173,0,2280.96189,863.8487833,20,11,False,True
5837,0,69,56.0,84.12889644,2899,240,180,4049.120892,2678.917953,5,5,True,False
5838,1,7,6.0,180.5085757,3022,0,94,2911.074132,2290.644586,28,19,True,False
5839,1,6,5.0,54.69226601,2555,20,34,7784.820142,3652.553899,7,7,True,False
5840,1,210,147.75,302.3824747,3211,224,73,3248.886302,937.1921537,20,20,False,True
5841,0,7,7.0,118.6584356,144,18,0,3517.939274,2891.298363,1,1,True,False
5843,1,152,122.0,409.6663783,740,107,15,13053.26828,6181.952205,26,18,True,False
5844,1,91,73.0,120.4834901,2353,521,0,3898.931856,2224.321205,6,4,False,True
5845,1,53,53.0,129.2108585,2385,65,0,6115.628215,1410.076146,10,4,True,False
5846,1,24,24.0,199.0244152,247,23,0,6021.915443,961.6832723,24,23,False,True
5847,1,68,68.0,147.0386235,784,20,145,3312.809215,1759.558595,18,18,False,True
5848,1,42,42.0,48.05952719,2840,29,0,1814.395096,383.103416,23,23,False,True
5849,1,46,40.0,75.35044539,3421,298,9,4494.397323,645.5735134,25,16,False,True
5850,0,85,85.0,371.7398066,294,81,0,5732.809364,1154.362368,3,0,False,True
5852,1,16,14.0,148.3877669,3109,30,0,627.3402731,299.3313853,16,11,True,False
5853,1,90,73.0,221.3144018,2598,0,0,1040.717571,362.2403291,16,12,False,True
5854,1,133,106.0,303.522019,1557,63,0,6840.211087,2531.249745,17,15,True,False
5855,0,14,11.0,205.7836904,298,101,33,1791.857625,480.0207455,10,5,False,True
5856,1,83,83.0,124.874199,3188,116,8,11959.03229,8717.531041,16,12,True,False
5857,1,22,19.0,181.9626168,1729,148,0,4823.186591,1301.949321,30,19,True,False
5858,1,75,60.0,78.78955383,1398,66,160,5589.506012,1193.521029,15,13,False,True
5859,1,93,84.0,197.9146943,2682,0,34,1180.992222,701.5429968,27,26,False,True
5860,1,13,10.0,163.4795831,2215,61,0,6502.246248,185.0316703,13,5,False,True
5861,1,86,69.0,359.5672378,2131,418,19,4269.895932,1213.349751,27,20,False,True
5862,0,81,66.0,273.4727825,1574,161,55,6423.085278,4672.490526,10,6,True,False
5863,0,33,27.0,151.651168,2614,0,146,4660.793057,2253.567634,8,5,False,True
5864,1,2,2.0,54.6317363,496,254,4,3279.73411,2024.372061,23,18,False,True
5865,1,59,48.0,191.9583113,787,34,6,2532.307396,901.4986848,15,10,False,True
5866,1,48,39.0,76.87415905,27,13,7,9193.544469,1356.826637,26,19,True,False
5867,1,16,14.0,94.07366553,3049,325,5,2439.524604,1692.815114,18,12,False,True
5868,1,78,62.0,297.4774797,1038,11,0,3094.377388,1095.842228,22,17,True,False
5869,1,15,13.0,458.0812157,1572,0,38,2199.120306,917.6295565,8,6,True,False
5870,0,1,1.0,49.4933427,1537,24,0,7080.834147,3644.139192,4,2,False,True
5871,1,11,9.0,42.78509386,2796,0,92,4176.065591,1263.402615,26,23,True,False
5872,1,35,35.0,112.5195802,2076,55,77,4912.666059,1393.341286,9,9,False,True
5873,1,14,11.0,178.1409886,1094,0,130,885.2242474,367.3539267,16,16,True,False
5874,1,44,38.0,55.29673821,2434,60,143,9153.530738,2213.890598,19,15,False,True
5875,1,31,25.0,80.45636488,1498,314,0,2560.456785,1639.115863,5,0,False,True
5876,1,105,84.0,256.5363937,2840,264,38,8640.881085,3994.710931,5,5,False,True
5877,1,253,147.75,286.2234113,3445,4,29,6101.434942,2215.226812,30,25,False,True
5878,0,72,64.0,85.48961866,72,473,59,2018.190199,1271.757729,22,13,False,True
5879,1,41,35.0,45.70066156,2069,145,78,5455.822545,4374.658926,30,24,True,False
5881,1,74,74.0,88.5089049,3136,434,0,2944.680544,432.4292673,12,11,False,True
5882,0,22,22.0,76.17840889,1059,95,189,4766.41877,2782.075522,14,8,True,False
5883,1,139,112.0,190.8394604,239,41,13,3582.527504,2917.704891,6,2,False,True
5884,1,4,4.0,87.19455971,3159,225,0,1799.640382,731.3476958,5,5,False,True
5885,1,44,41.0,538.5477755,2969,53,0,7319.161377,5632.704304,14,12,True,False
5886,1,129,105.0,264.7685578,110,0,5,2365.981422,1376.409121,24,21,False,True
5887,0,17,17.0,80.39477616,112,0,0,2288.304453,1014.062293,28,20,False,True
5888,1,46,46.0,117.470361,1132,341,0,1979.129074,1585.811847,9,9,True,False
5889,1,147,118.0,257.105775,1945,595,44,5845.439078,4568.217196,7,7,False,True
5890,1,37,29.0,54.07052927,1622,292,61,1736.877347,853.864698,20,13,True,False
5891,1,40,34.0,80.40025653,2670,15,0,1584.641952,318.0457786,1,1,True,False
5892,1,3,3.0,590.918104,1430,384,0,991.4013335,811.2920854,16,9,False,True
5893,1,116,93.0,119.9701651,1831,166,20,2797.215163,312.247134,22,13,False,True
5894,1,32,26.0,146.3916325,711,46,78,2935.968002,1250.579571,3,2,False,True
5895,1,671,147.75,839.2833438,1304,162,10,3204.09551,1625.804931,20,11,False,True
5897,1,138,110.0,174.9918725,1984,0,16,3744.489949,2590.921012,5,1,False,True
5898,1,48,39.0,185.8608295,2722,30,36,3317.232029,633.79976,15,14,False,True
5899,1,12,12.0,163.5240142,963,0,59,5694.315293,602.5629962,29,20,False,True
5900,1,23,19.0,283.4558046,3439,261,0,5306.351095,3544.713101,10,10,False,True
5901,1,45,43.0,469.3258326,3342,274,0,2287.144437,1865.290832,22,20,False,True
5902,1,91,73.0,138.3783866,154,290,0,2789.420223,1906.340968,8,3,True,False
5903,1,68,59.0,148.5022147,772,454,50,2700.756106,902.5388368,19,17,False,True
5905,1,39,34.0,40.01285769,1897,0,0,1316.361225,921.9540805,6,6,True,False
5906,1,36,31.0,464.9636032,1890,392,0,847.2235302,255.9367639,18,15,False,True
5907,1,44,44.0,392.7818489,2257,130,51,3714.180964,1748.747703,23,17,True,False
5908,0,57,48.0,100.8388727,1267,0,0,494.9885797,336.6289434,4,0,False,True
5909,0,116,101.0,253.0751185,78,0,0,3764.308093,1333.925509,4,3,False,True
5911,1,0,0.0,133.4121183,2825,46,36,3340.614546,2067.789713,5,5,False,True
5912,1,54,44.0,353.2604325,2497,41,0,4939.166209,1091.147473,13,12,True,False
5913,1,16,14.0,365.7112836,2095,290,0,5565.179118,833.5219756,14,10,True,False
5914,1,7,6.0,8.609675644,1648,120,0,666.8029811,308.872027,7,2,False,True
5915,1,55,44.0,108.1419866,1477,701,65,4768.572179,2336.672412,16,16,False,True
5916,1,8,7.0,141.039713,2887,43,0,2289.888307,1038.765097,29,24,True,False
5918,1,116,93.0,378.8111967,166,377,0,1083.312678,674.930894,9,9,False,True
5919,0,64,52.0,105.8067193,2271,131,0,5335.972171,3719.42922,5,5,False,True
5920,0,9,9.0,42.43551871,1153,222,140,1691.94553,1027.359555,7,1,False,True
5923,1,114,101.0,250.1285757,862,64,26,4708.178678,3628.136914,27,17,True,False
5924,1,3,3.0,126.656104,2309,152,0,2310.209417,1858.230558,20,20,True,False
5925,1,55,45.0,154.5106821,39,1104,45,3560.949667,1274.460814,20,12,False,True
5926,1,9,8.0,224.5622634,657,0,243,5260.507441,391.1251708,17,9,False,True
5927,1,178,144.0,453.2326344,2916,246,35,4457.363005,1262.510678,26,19,True,False
5928,1,130,112.0,467.5941639,1213,13,40,12097.84732,3433.659602,18,18,True,False
5929,1,22,22.0,72.2684438,2212,80,0,1293.448772,456.7300784,1,0,False,True
5930,1,7,6.0,304.2828652,2528,0,75,6870.093525,4882.323008,25,22,False,True
5931,1,10,9.0,16.60608202,2551,0,65,6302.745607,3978.440324,26,24,True,False
5932,1,50,41.0,143.0134712,2849,119,10,4358.282396,3127.559581,20,17,False,True
5933,0,49,40.0,96.75785145,1778,0,0,2090.849058,1465.760661,0,0,True,False
5934,1,67,54.0,130.6479585,1089,0,8,6279.968214,304.6874288,26,19,False,True
5935,1,28,23.0,42.24441242,298,0,6,6148.72605,1920.244436,10,6,True,False
5936,0,285,147.75,286.366859,1795,43,60,3856.888251,1057.106156,8,3,True,False
5937,0,211,147.75,416.632092,1101,723,31,831.8396307,689.1954645,10,7,False,True
5938,1,23,18.0,89.90488194,3245,271,22,8192.595428,2120.177063,9,9,False,True
5939,1,126,101.0,373.3831632,1231,256,169,7236.807938,712.2051985,1,1,True,False
5941,1,36,36.0,39.87609961,2941,80,22,5408.843814,2490.06997,25,18,False,True
5942,1,12,10.0,27.78168673,3462,113,0,3905.247291,2800.853735,2,0,False,True
5943,0,22,22.0,39.72974147,516,0,117,2053.334518,1700.167464,8,7,False,True
5944,1,32,30.0,40.12392175,3376,75,0,6086.744529,781.9680815,25,18,True,False
5945,1,8,8.0,126.0136775,2510,0,0,3830.845658,1090.4807,13,13,True,False
5946,1,7,7.0,262.0836212,2005,45,11,4448.699468,1763.980248,3,2,False,True
5947,1,25,20.0,164.3063632,1704,122,52,6320.658209,1326.649214,10,9,True,False
5948,1,49,49.0,247.9379151,1951,321,105,2669.715372,676.0506028,24,24,False,True
5949,1,105,85.0,134.7194012,1995,324,0,5505.780539,898.0958732,21,20,False,True
5950,0,27,23.0,280.8275688,3209,125,0,4858.873166,3043.050925,7,7,False,True
5951,1,12,10.0,40.36231146,2804,215,0,2843.905522,490.7070763,16,10,False,True
5952,1,49,40.0,303.9512539,142,0,0,7914.696967,329.934655,17,17,False,True
5953,1,150,121.0,190.778221,1911,0,0,6229.362421,2571.532828,29,18,True,False
5954,1,170,140.0,216.0476866,1383,7,88,2851.328329,734.9533989,28,24,True,False
5955,1,58,58.0,70.96799803,970,190,11,6386.483132,5160.862184,2,2,True,False
5956,1,61,49.0,177.4908694,2907,412,88,5051.764007,2834.953181,10,7,False,True
5957,0,63,52.0,484.2097638,1537,480,0,3212.889807,1012.497313,9,8,False,True
5958,1,409,147.75,513.7111648,758,117,0,2177.692871,1018.832823,30,24,False,True
5959,1,208,147.75,425.5080876,1169,41,63,2815.522983,1437.236475,24,24,True,False
5960,1,84,67.0,167.0478727,3081,86,138,4655.963314,3650.26391,17,13,False,True
5961,1,82,67.0,140.5948424,254,39,16,2797.981622,853.5127598,12,5,False,True
5962,1,53,43.0,53.6497002,3053,110,41,2683.846353,1146.820994,3,3,False,True
5963,1,18,16.0,39.46545262,2173,49,8,2398.633779,1835.723995,28,27,False,True
5964,1,67,54.0,69.30419764,3010,66,0,578.1572822,471.7387742,31,23,True,False
5965,0,326,147.75,364.1657953,2258,106,0,5712.650891,2382.942615,10,5,False,True
5966,1,130,104.0,154.3535897,1744,8,0,2794.703955,1239.169126,22,13,False,True
5967,1,24,20.0,26.90523933,720,475,0,5743.758386,1861.043134,0,0,False,True
5968,1,87,70.0,150.5968156,797,43,0,3672.776621,2786.259067,14,13,False,True
5969,1,5,5.0,69.53918387,1107,161,0,15258.08275,2022.340483,28,19,False,True
5970,1,28,23.0,85.82551667,1851,199,0,2655.435452,1742.57839,26,21,True,False
5971,1,22,18.0,110.90274,2135,112,0,4963.662316,1504.920031,14,13,False,True
5972,1,126,103.0,181.652066,2561,0,0,1895.656195,584.6738485,30,25,False,True
5973,1,75,60.0,297.8925498,501,66,52,3595.03693,935.8314662,5,2,False,True
5974,0,107,86.0,134.9200021,94,61,0,4116.883158,1703.089019,1,1,True,False
5975,1,68,55.0,244.9588034,148,486,76,5931.215942,1060.098339,24,15,False,True
5976,1,104,84.0,240.3907081,3314,203,0,10891.39197,2266.972901,21,19,True,False
5977,1,244,147.75,265.5472565,3105,131,0,711.6408804,532.017602,31,25,False,True
5978,1,103,83.0,144.9224075,2542,316,0,4841.727495,924.6795654,30,20,False,True
5979,1,62,50.0,91.69020443,3009,14,25,4602.861244,1574.876556,29,19,False,True
5980,1,4,4.0,34.63903839,2176,4,41,1685.59222,1320.31788,25,16,False,True
5981,1,277,147.75,305.106758,2673,5,0,2175.475244,303.6217856,27,26,False,True
5982,1,5,4.0,294.5415359,775,268,0,4362.176165,1992.359059,23,20,False,True
5983,1,8,8.0,98.27846037,1266,283,0,4649.398497,952.5766426,24,23,False,True
5984,1,105,105.0,207.9203039,3398,108,0,7052.841003,2665.167171,31,21,True,False
5985,1,133,114.0,189.2717869,2428,27,55,3849.025146,1871.39718,24,17,False,True
5986,1,169,136.0,285.2415182,1954,0,5,1512.757332,1222.185926,25,16,True,False
5987,1,1,1.0,17.84310979,560,92,43,2943.773653,861.7882337,12,5,False,True
5988,1,27,27.0,202.0136587,2060,53,0,7278.630807,1704.31953,19,18,True,False
5989,1,123,123.0,200.5054907,1556,124,0,13890.06167,10340.79441,23,19,True,False
5990,1,113,91.0,270.4446667,2620,0,35,6428.818345,1908.064486,18,12,True,False
5991,0,12,12.0,260.4039835,2137,0,59,3800.656484,2186.907718,5,5,False,True
5992,1,41,37.0,209.848276,2033,0,0,3669.008865,400.1269712,20,12,True,False
5993,1,271,147.75,455.5624719,961,68,35,1379.699122,432.4609688,27,18,False,True
5994,1,66,66.0,84.60028498,2632,0,0,8846.481757,1008.130064,19,16,True,False
5995,0,0,0.0,384.3262979,49,0,25,8958.614883,5830.896285,8,6,False,True
5996,1,131,105.0,254.2785666,1287,99,10,1660.987069,654.1430913,16,16,False,True
5997,0,93,93.0,257.4409952,1310,1,0,1851.422696,921.0180777,0,0,False,True
5998,1,45,36.0,117.9951578,287,254,38,3577.375244,1496.502187,21,18,True,False
5999,1,48,41.0,230.1784702,661,126,21,3068.006884,1666.274289,26,18,False,True
6000,1,7,7.0,112.3186565,3034,0,45,2309.219083,507.0743415,4,4,False,True
6001,1,38,32.0,106.0251783,2350,6,0,8026.030582,1837.449559,21,15,True,False
6002,1,20,20.0,188.1769445,3284,40,6,5863.963814,1708.329715,31,25,True,False
6003,0,1,1.0,91.35060944,1201,0,31,3069.657683,982.0890541,6,6,True,False
6004,1,21,19.0,455.2281266,1263,137,48,6314.079629,3309.169292,11,10,True,False
6006,1,19,16.0,164.5635625,1150,136,43,1643.483631,1274.477101,19,19,False,True
6007,1,67,54.0,279.2178193,1876,0,3,4483.529947,456.3464481,15,13,False,True
6008,1,30,27.0,37.35313699,1170,10,0,6084.801251,2568.836693,4,0,False,True
6009,0,83,66.0,114.2850854,2361,167,31,3462.494815,2179.023333,1,1,True,False
6010,1,133,107.0,276.3240975,1864,0,0,3474.476504,340.7327286,29,22,False,True
6011,1,174,142.0,352.935079,89,22,0,1159.515687,770.6562978,5,5,False,True
6012,1,66,54.0,70.16858123,3252,142,0,2734.51608,2080.40933,29,22,True,False
6013,1,14,14.0,165.0184843,353,68,37,10778.38054,3792.594124,8,4,False,True
6014,1,21,20.0,167.9729489,2413,291,197,8112.410081,4526.943866,24,24,False,True
6015,1,220,147.75,280.0984554,375,14,0,11018.16122,3337.098496,13,12,False,True
6016,1,190,147.75,223.8116584,2471,31,128,3811.129709,1410.924631,19,19,False,True
6017,1,288,147.75,353.045412,1537,50,28,2346.661158,1055.076002,17,17,True,False
6018,1,60,60.0,561.2269224,1234,37,0,3421.647097,1977.490208,3,3,True,False
6019,1,62,62.0,336.3584832,3415,0,47,7136.414373,4107.365553,19,19,True,False
6020,1,56,46.0,123.0030741,331,83,15,4392.597477,2490.630768,19,13,True,False
6021,0,29,25.0,211.0764028,933,214,24,1599.06148,1202.504836,1,1,False,True
6022,1,68,68.0,71.34715919,1111,0,0,4934.003438,1588.372941,23,20,False,True
6023,0,195,147.75,454.5601223,527,170,0,4204.632343,3454.699983,27,20,True,False
6024,1,14,14.0,24.79256558,1991,2,0,4489.713551,3456.688196,29,27,False,True
6025,1,211,147.75,298.3252763,2409,19,0,5398.40917,1178.825652,30,29,False,True
6026,1,172,138.0,193.5673985,1802,254,0,1266.940465,866.3544699,14,13,True,False
6027,1,63,51.0,75.67199169,1971,35,0,8858.877645,782.3861681,31,29,True,False
6028,1,81,70.0,87.08523424,1894,0,13,3531.325806,1532.786229,14,11,True,False
6029,1,21,17.0,188.290219,447,389,80,7813.960053,1137.922595,20,20,False,True
6030,1,14,11.0,20.02980765,422,403,31,3214.033427,1970.33713,31,20,False,True
6031,1,187,147.75,232.0245466,3145,42,0,477.6929712,321.2083146,19,12,False,True
6032,1,38,34.0,540.6297633,922,0,0,5666.225562,2404.829879,26,17,True,False
6033,1,163,145.0,169.8821001,874,0,141,3146.917552,1424.779732,25,21,True,False
6034,1,15,12.0,17.92633999,3068,179,54,2453.702631,2028.0299,18,9,False,True
6035,1,190,147.75,225.1228327,23,141,43,523.6525262,146.9799176,23,19,False,True
6036,0,12,10.0,288.3937556,3128,56,0,2271.127911,708.7689249,1,1,True,False
6037,1,2,2.0,79.21453225,457,32,15,1511.07814,1210.426093,4,0,False,True
6038,1,104,83.0,204.0852608,1147,98,6,6390.547615,338.7834845,19,19,False,True
6039,1,62,50.0,72.86857801,3280,219,74,10283.87535,7098.861256,19,15,True,False
6040,1,48,48.0,88.02340206,1511,15,33,3638.953304,2531.297863,6,4,False,True
6041,0,82,66.0,123.5437202,2522,47,0,2862.012828,2285.598604,28,18,False,True
6042,1,288,147.75,446.4330913,1884,218,26,3549.834125,2137.33501,24,19,True,False
6043,1,84,68.0,111.5160096,2664,183,38,3456.375051,2760.528262,13,8,False,True
6044,1,45,36.0,46.20043799,1343,118,0,2902.027537,1231.719281,4,4,False,True
6045,1,197,147.75,303.4990129,2628,0,31,1148.345393,850.0091515,14,11,False,True
6046,1,228,147.75,248.3404759,1952,0,26,2637.948195,673.6934565,22,20,True,False
6047,1,51,41.0,63.32753901,2103,236,0,4562.385382,2700.014958,16,10,False,True
6048,0,5,4.0,6.348278304,783,394,2,3780.139634,2867.133437,8,8,False,True
6049,1,22,18.0,68.66976958,2449,59,132,2165.817789,1673.410106,21,16,False,True
6050,1,4,3.0,170.7491656,1812,44,35,2124.108037,447.9104879,5,4,False,True
6051,1,49,40.0,125.4806022,1469,39,44,7485.225822,3544.39599,27,19,False,True
6052,0,89,71.0,233.2980694,2876,241,0,4579.26049,2052.947742,1,0,False,True
6053,1,10,9.0,149.0878818,298,0,11,3232.223441,1958.979275,21,12,False,True
6054,1,2,2.0,19.98469067,2157,227,0,3095.011714,741.0642342,29,27,False,True
6055,1,19,15.0,464.3300141,729,62,12,3350.149605,2647.481467,30,29,False,True
6056,1,43,35.0,293.624911,446,10,0,1233.456141,937.4966933,8,6,False,True
6057,1,10,10.0,17.36818616,27,123,0,2020.383718,1185.367375,27,26,False,True
6058,0,73,59.0,252.4545327,2975,142,50,5841.43972,1914.507245,0,0,False,True
6059,1,54,48.0,61.51164378,737,362,3,2575.235783,1407.662881,16,11,True,False
6060,0,65,52.0,76.62356616,1156,134,85,2536.977008,1622.965669,8,7,True,False
6061,1,352,147.75,363.9509068,2321,40,6,613.631564,474.1444856,27,25,True,False
6062,1,189,147.75,300.6929525,2630,0,2,5538.733937,2646.825053,24,23,False,True
6063,1,111,89.0,263.1279845,3054,0,15,3052.82268,2066.256213,24,19,False,True
6064,1,279,147.75,391.2348787,1458,497,8,1227.299109,901.965111,16,9,True,False
6065,1,6,5.0,129.3437937,1519,84,0,9224.686509,2169.715117,2,2,False,True
6066,1,152,123.0,159.0690805,611,0,3,7693.596184,1548.706597,11,11,False,True
6067,1,0,0.0,24.12373994,551,55,16,6690.461296,4546.260243,15,12,False,True
6068,1,211,147.75,252.9357177,922,69,0,5193.930259,944.7140175,5,4,False,True
6069,1,138,110.0,140.955306,2557,56,49,1776.245539,683.7070749,1,1,False,True
6070,1,68,55.0,94.04217654,134,247,0,1647.217332,1075.454719,22,16,True,False
6072,1,62,57.0,319.4805203,1825,865,0,3479.469787,1881.08515,21,21,True,False
6073,1,117,95.0,311.4555668,3260,0,117,445.1124532,226.6475981,7,5,True,False
6074,1,51,41.0,192.483036,675,0,223,3930.0497,974.2904405,26,23,True,False
6075,0,159,147.75,234.9251337,1193,52,0,2974.100705,638.8541055,17,12,False,True
6076,1,143,115.0,144.8190172,3097,79,0,7934.753009,5306.863539,21,21,True,False
6077,0,8,8.0,46.45329976,2428,163,0,7607.203448,4668.109758,4,2,True,False
6078,1,1,1.0,20.54665985,2105,91,95,3004.070515,1372.837817,8,2,False,True
6079,1,29,24.0,114.7300283,3387,0,0,1706.938135,928.7704545,20,12,False,True
6080,1,45,37.0,239.0272561,3358,7,3,3881.077337,1383.864132,7,1,True,False
6081,1,144,118.0,220.9003643,2062,136,0,1734.554722,636.1253488,30,21,False,True
6082,1,11,11.0,123.9343845,2300,81,0,11702.20019,8067.48732,13,13,False,True
6083,1,72,58.0,100.9602605,2431,96,19,3775.045815,104.8757759,11,10,False,True
6084,0,18,18.0,66.57397011,2144,112,0,4864.706705,1967.06014,14,11,False,True
6085,1,17,17.0,112.3858344,371,19,0,7845.701813,5584.561932,25,22,True,False
6086,1,92,75.0,98.93259749,1778,201,23,1578.111296,268.6148638,19,18,False,True
6087,1,109,87.0,110.6427371,3155,17,15,10121.03534,7183.823036,28,18,True,False
6088,0,15,15.0,199.1895549,841,0,0,2582.381524,1304.732414,23,14,False,True
6089,1,61,49.0,88.2151728,957,652,0,2660.748244,1899.565075,23,18,False,True
6090,1,53,44.0,62.45923488,130,116,53,2654.155458,747.8704192,27,18,True,False
6091,0,51,44.0,116.2889203,353,55,34,1606.89068,967.1254486,14,10,True,False
6092,1,55,50.0,244.7498472,3486,132,0,2491.831471,762.9599364,16,15,True,False
6093,1,65,61.0,117.8250671,3294,85,0,1625.417435,547.672611,27,26,True,False
6094,1,193,147.75,276.7592525,186,0,0,11458.15363,3475.923559,5,3,False,True
6095,1,103,95.0,183.6132627,1552,0,27,1941.760464,1026.202617,4,4,True,False
6096,1,123,108.0,232.1262386,789,0,0,2306.765748,1372.671134,27,19,False,True
6097,1,87,71.0,190.6729303,1183,0,0,4931.607339,2694.287768,18,11,True,False
6098,1,15,12.0,75.70297629,1498,13,13,4292.363485,2895.340841,28,22,True,False
6099,1,8,8.0,127.691672,354,0,36,2414.154255,1844.141581,18,18,False,True
6100,0,58,52.0,77.94332487,3345,118,9,4827.5342,1993.392043,14,12,False,True
6101,1,28,25.0,227.141362,1700,0,32,2528.844031,1000.221738,0,0,False,True
6102,1,128,103.0,143.5150149,1568,193,87,487.8662949,319.3959768,21,15,True,False
6103,1,20,16.0,247.7643495,2985,0,64,5512.997394,2596.472972,14,6,True,False
6104,1,172,147.75,190.1818917,3034,0,31,3344.260868,1055.855125,1,0,False,True
6105,1,8,8.0,114.6890905,1283,211,2,10444.77074,3956.978138,4,0,False,True
6106,1,34,29.0,307.3639514,3212,0,16,2171.870099,1128.594233,11,6,False,True
6107,1,104,84.0,286.902318,2063,0,0,4114.842389,3165.999152,31,29,False,True
6108,1,106,85.0,228.6380823,2142,41,0,4001.665586,2999.214399,21,18,False,True
6109,1,3,3.0,3.585087696,1384,45,0,2676.462045,691.3732943,15,7,False,True
6110,1,152,122.0,191.7309829,2082,111,18,4037.570834,3139.271684,5,0,False,True
6111,1,165,137.0,316.5198349,560,119,64,2961.939504,2346.386333,10,3,False,True
